features,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53
Industrial/12/SATCompetition2011/application/SAT09/APPLICATIONS/bitverif/maxxor/maxxor032.cnf.gz,13240,39143,4743,22050,1.791482184,0.775192744,0.23,0.215102041,0.446362462,0.764407497,0,1,1.451214842,0.000702847,0.602543843,0.000421674,0.007379296,1.293599829,0,0.253696145,0.805941043,0,0.000702847,1.15040671,0.00031746,0.008072562,2.37336311,0.165767923,0.175821627,0,0.733333333,2.511128998,0.000268217,0.900133759,0,0.003446712,2.02246653,0.50521542,0.000605241,1.473984048,0.000226757,0.008480726,0.08,0.002412871,1.520061596,0.000181406,0.078367347,4.176543521,0.153841171,0.781796731,0.002070148,0.6,3.198275516,8.62
Industrial/12/satrace2010/cryptography/mizh/md5_47_4.cnf.gz,65604,273506,26157,153907,1.50808579,0.777086162,0.98,0.169953283,0.40530905,0.413016236,0,1,1.006161721,0.000129408,0.182452875,7.6461E-05,0.000191153,0.902666024,0,0.072316399,0.542769335,0.02,0.000129408,0.604215348,4.5482E-05,0.000467815,2.369986115,0.020693683,0.038522264,0,0.333333333,0.97950148,6.6748E-05,0.586372424,1.2995E-05,0.000233907,2.068617956,0.529436608,4.9949E-05,0.485906504,2.599E-05,0.000155938,2.18,0.000248148,0.426805009,3.8985E-05,0.000519794,3.716929322,0.276804787,0.223903282,0.105263158,0.482213439,3.090557193,10.95
Industrial/11/11/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtvisns2p3-tseitin.cnf.gz,116405,346850,20646,133993,4.638138138,1.58856806,2.49,0.154082676,0.517706807,0.691762907,0,1,1.736299359,0.000169345,0.357144068,9.6871E-05,0.002034292,1.523810502,0,0.207525766,0.571007441,0.02,0.000169345,1.652079753,7.463E-06,0.003612129,3.090607996,0.139536373,0.123845732,0,1,2.882416503,6.9301E-05,1.655384808,7.463E-06,0.001253797,2.740551297,0.496145321,0.000144968,1.338071868,7.463E-06,0.002067272,1.39,-1,0,-1,0,-512,-1,0,-1,0,0,20.02
Industrial/12/satrace2010/mixed/bioinf/q_query_3_l48_lambda.cnf.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial/11/11/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom24.cnf.gz,62686,210488,24821,137645,1.525522743,0.529209198,1.26,0.180326201,0.421856707,0.677310263,0,1,1.517021729,0.000149654,0.720471345,8.0577E-05,0.001692116,1.334358843,0,0.117672273,0.720360347,0.02,0.000149654,2.250818629,4.359E-05,0.003450906,2.356884431,0.207147349,0.246137282,0,0.88,2.214365894,5.1436E-05,2.539832223,7.265E-06,0.001227796,2.268601474,0.380842021,0.000164784,1.941340174,4.359E-05,0.004562461,1.98,-1,0,-1,0,-512,-1,0,-1,0,0,20.02
Industrial/12/SATCompetition2011/application/SAT09/APPLICATIONS/crypto/desgen/gss-21-s100.cnf.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial/12/SATCompetition2011/application/SAT05/industrial/grieu05/vmpc/vmpc_34.renamed-as.sat05-1926.cnf.gz,1156,194072,1156,194072,0,0,0.31,0.005956552,0.595480028,0.547310054,0,1,0.674511729,0.002264017,0.291951987,0.001730104,0.029411765,0.673319089,0,0.393658024,0.999649615,0.03,0.002264017,0.00344654,0.002215673,0.0022672,0.602669205,0.527414189,0.001283652,0.52293578,0.534883721,0.290279621,0.002253712,0.0034623,0.002205367,0.002256894,0.602669205,0.999649615,0.001277368,0.074689588,0.000675007,0.001313945,0.04,-1,0,-1,0,-512,-1,0,-1,0,0,24.11
Industrial/12/SATCompetition2009/application/SAT09/APPLICATIONS/diagnosis/UR-15-10p1.cnf.gz,199996,1019200,102505,668201,0.951085313,0.525289546,5.38,0.15340444,0.408602884,0.924986634,0,1,1.426284529,2.7105E-05,0.443162875,1.9511E-05,9.7556E-05,1.084489235,0,0.55341282,0.862128312,0.11,2.7105E-05,0.717223838,1.0476E-05,0.000106255,2.959234625,0.227754136,0.14819276,0,0.8,2.851004508,1.5347E-05,0.843229999,4.49E-06,7.0338E-05,2.655826592,0.708716389,2.967E-05,0.640794526,7.483E-06,0.000116731,33.31,-1,0,-1,0,-512,-1,0,-1,0,0,20.06
Industrial/12/SATCompetition2007/industrial/velev/SAT4.0/9vliw_m_9stages_iq3_C1_bug1.cnf.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial/12/SATCompetition2011/application/SAT09/APPLICATIONS/diagnosis/UR-10-10p1.cnf.gz,131228,635871,65344,397606,1.008263957,0.599249005,3.3,0.164343596,0.422307161,0.932645657,0,1,1.44731367,4.232E-05,0.464533274,3.0607E-05,0.000153036,1.076007381,0,0.597926088,0.848422811,0.06,4.232E-05,0.717350929,1.7605E-05,0.000171024,2.88994047,0.234362233,0.145555623,0,0.75,2.868984885,2.41E-05,0.865458597,7.545E-06,0.000118207,2.595828676,0.724111306,4.6958E-05,0.649880043,1.2575E-05,0.000188629,13.54,-1,0,-1,0,-512,-1,0,-1,0,0,20.04
Industrial/12/SC2012_Application_Debugged/satrace-unselected/ibm/2004/2_31_1/IBM_FV_2004_rule_batch_2_31_1_SAT_dat.k35.debugged.cnf.gz,45625,189169,13903,89149,2.281665828,1.121941917,0.75,0.155952394,0.325388947,1.115571471,0,1,1.82127549,0.000239776,0.590214948,0.000143854,0.000863123,1.518968728,0,0.548800323,0.695947234,0.01,0.000239776,0.9574327,7.852E-05,0.002591168,3.46857932,0.179664327,0.137694411,0,0.739130435,3.359071504,0.000118141,0.876215569,1.1217E-05,0.001278758,2.895951803,0.641914099,0.000270403,0.770997879,4.4869E-05,0.00242291,0.64,-1,0,-1,0,-512,-1,0,-1,0,0,20.01
Industrial/12/SATCompetition2011/application/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step16.cnf.gz,141856,2742601,135827,2727200,0.044387346,0.005647184,5.31,0.049804561,0.528484154,0.934820322,0,1,0.864785342,1.6653E-05,2.99564705,1.4725E-05,0.014142991,0.19517072,0,0.971717512,0.975991126,0.44,1.6653E-05,2.180134211,1.833E-06,0.00085839,3.357775841,0.494265425,0.314759305,0,1,3.221582209,1.4308E-05,2.541843354,1.1E-06,0.000855456,3.196267347,0.971722646,0.000299436,1.131043734,1.833E-06,0.00085839,59.89,-1,0,-1,0,-512,-1,0,-1,0,0,20.2
Industrial/11/SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf.gz,196306,582994,32750,247614,4.994076336,1.354446841,3.21,0.132262312,0.375598406,0.692025237,0,1,1.769593319,0.000118927,0.374412618,6.1069E-05,0.001496183,1.620591783,0,0.119383395,0.468018771,0.04,0.000118927,2.016291154,2.827E-05,0.014219713,2.996120731,0.17126967,0.149648022,0,0.965811966,2.882654523,4.081E-05,2.376965239,0,0.007123991,2.51554724,0.443488656,9.7282E-05,1.759738132,2.0193E-05,0.008254784,3.44,-1,0,-1,0,-512,-1,0,-1,0,0,20.02
Industrial/12/satrace2010/hardware-verification/velev/1dlx_c_iq57_a.cnf.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial/12/satrace2010/cryptography/md5gen/gus-md5-09.cnf.gz,69487,226581,28519,163277,1.436516007,0.38770923,1.01,0.174666365,0.409097423,0.454478382,0,1,1.057905612,0.000118606,0.178153563,7.0129E-05,0.000420772,0.881348518,0,0.061680457,0.556202037,0.03,0.000118606,0.584962154,3.6747E-05,0.000342975,2.35016303,0.025064256,0.042526409,0,0.666666667,1.055382005,5.9303E-05,0.533948347,6.125E-06,0.000171488,2.03793327,0.512711527,4.6657E-05,0.45471907,2.4498E-05,0.000159239,2.62,0.000220984,0.457849791,3.0623E-05,0.00076557,3.749517938,0.300531191,0.174684602,0.099301587,0.638095238,2.945552874,13.08
Industrial/12/SC2012_Application_Debugged/satrace-unselected/softveri/cbmc/aes_decry_2_rounds.debugged.cnf.gz,279120,1607567,4925,255997,55.674111675,5.279632183,32.01,0.019238507,0.309975709,0.729743099,0,1,1.968612967,0.001440847,0.17079151,0.000406091,0.012994924,1.083769193,0,0.01141029,0.035168381,0.04,0.001440847,2.09921116,2.7344E-05,0.016992387,3.903866966,0.094867115,0.13957546,0,0.8,2.633356287,6.7499E-05,1.619625168,0,0.000667977,3.088189722,0.062676516,5.4517E-05,0.922977331,1.5625E-05,0.001175795,0.2,-1,0,-1,0,-512,-1,0,-1,0,0,20.04
Industrial/12/SATCompetition2007/industrial/palacios/uts/uts-l06-ipc5-h31-unknown.cnf.gz,151768,761906,11671,481437,12.003855711,0.582566359,12.08,0.024242009,0.222730983,1.580988253,0,1,1.516765369,0.000524329,2.891042482,0.000171365,0.050638334,1.619207862,0,0.684835191,0.76136857,0.1,0.000524329,1.896739925,1.2463E-05,0.005641444,5.71896989,0.403343457,0.311240503,0,0.990917348,4.255886417,0.00033705,2.569500073,8.308E-06,0.005304952,4.408784826,0.806151168,0.00045043,1.699575965,1.2463E-05,0.004424255,1.49,-1,0,-1,0,-512,-1,0,-1,0,0,20.08
Industrial/09/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_13_UNSAT.cnf.gz,2730,271285,1698,269831,0.607773852,0.005388558,3.03,0.006292828,0.454304484,0.564929272,0,1,0.615980731,0.002591613,1.271770903,0.001177856,0.022968198,0.409986368,0,0.015695009,0.929137127,0.04,0.002591613,1.13337632,3.3354E-05,0.009531892,4.195174505,0.269753011,0.293763646,0,0.927710843,2.528678999,0.001632342,0.879846554,2.5942E-05,0.004788182,3.965639995,0.929137127,0.001119468,0.992443188,2.9648E-05,0.003554076,0.17,0,0,0,0,-512,0,0,0,0,0,66.42
Industrial/12/SC2012_Application_Debugged/satrace-unselected/ibm/2004/1_31_2/IBM_FV_2004_rule_batch_1_31_2_SAT_dat.k95.debugged.cnf.gz,126185,526652,44513,286302,1.834789837,0.839498152,2.24,0.155475687,0.326416521,1.111067791,0,1,1.831567483,7.4919E-05,0.592182374,4.4931E-05,0.000269584,1.521912322,0,0.547823627,0.696690907,0.05,7.4919E-05,0.969727318,2.445E-05,0.00080684,3.458180449,0.177900392,0.137622473,0,0.692307692,3.31232672,3.6989E-05,0.877385552,3.493E-06,0.000387702,2.899366427,0.642202988,8.3983E-05,0.778686622,1.3971E-05,0.000754448,6.36,-1,0,-1,0,-512,-1,0,-1,0,0,20.03
Industrial/12/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.030-NOTKNOWN.cnf.gz,66084,1060536,35876,487097,0.842011373,1.177258328,2.11,0.073652681,0.669102096,0.689463986,0,1,0.870839936,6.4949E-05,1.258877132,5.5748E-05,0.00161668,0.270563402,0,0.957505384,0.963693063,0.07,6.4949E-05,0.931159712,1.2318E-05,0.000451655,2.067341643,0.32341887,0.252063474,0,0.909090909,2.027407327,5.3378E-05,1.169410653,8.212E-06,0.000443444,2.055914586,0.957484854,0.000223912,0.430746481,1.0265E-05,0.000554304,4.19,-1,0,-1,0,-512,-1,0,-1,0,0,20.04
Industrial/12/SATCompetition2011/application/SAT03/industrial/goldberg/hard_eq_check/k2mul.miter.shuffled-as.sat03-355.cnf.gz,11680,74581,11529,74138,0.013097407,0.005975343,0.31,0.155507297,0.461859601,0.746591021,0,1,1.50730096,0.000294196,0.423429601,0.000173476,0.007546188,1.057615892,0,0.229760717,0.693652378,0.01,0.000294196,5.078366576,0.000121395,0.04637298,1.864028219,0.159782593,0.077260814,0,0.666666667,1.996421845,0.000115209,4.632435621,1.3488E-05,0.018694866,2.224784869,0.463487011,0.000164582,2.76032931,8.093E-05,0.01463487,0.47,-1,0,-1,0,-512,-1,0,-1,0,0,20.06
Industrial/11/09/bitverif/minandmaxor/minandmaxor016.cnf.gz,4271,12620,1448,6879,1.949585635,0.834568978,0.06,0.210495712,0.502177986,0.727453629,0,1,1.592272842,0.002294195,0.495145026,0.001381215,0.013812155,1.441752865,0,0.298299171,0.763773804,0,0.002294195,0.774346162,0.00101759,0.013374037,2.766104193,0.173779339,0.182569355,0,0.739130435,2.881216105,0.000958458,0.683976116,0.00029074,0.006977758,2.343502102,0.549789214,0.002069113,0.976059509,0.00072685,0.015118477,0.01,0.005003905,0.78800259,0.00072685,0.058729466,4.168343245,0.155997462,0.705541368,0.007798558,0.621212121,3.371366822,0.63
Industrial/11/11/leberre/2dimensionalstrippacking/E00N23.cnf.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial/11/11/fuhs/AProVE11/AProVE11-12.cnf.gz,44805,149118,17914,81028,1.501116445,0.840326801,0.84,0.22108407,0.359244025,0.74923465,0,1,1.298480975,0.000171634,0.25042933,0.000111645,0.000669867,1.066462004,0,0.19610505,0.762464827,0.01,0.000171634,1.020664884,8.639E-05,0.011329417,2.471470046,0.075637334,0.087887926,0,0.75,2.078302292,8.7726E-05,1.376181131,0,0.008083625,2.168743851,0.553500025,9.7618E-05,1.266579216,4.9366E-05,0.009305425,1.03,0.000478384,1.641651887,6.1707E-05,0.009552254,4.019203444,0.284722541,0.465582231,0.003474992,0.619047619,3.774373987,15.83
Industrial/12/SC2012_Application_Debugged/satrace-unselected/ibm/2004/1_31_2/IBM_FV_2004_rule_batch_1_31_2_SAT_dat.k65.debugged.cnf.gz,85445,356432,29099,186764,1.936355201,0.908462016,1.49,0.155806258,0.327030269,1.1100957,0,1,1.831337917,0.000114559,0.593501767,6.8731E-05,0.000412385,1.520045469,0,0.549158296,0.697827204,0.02,0.000114559,0.967274041,3.748E-05,0.001236855,3.460819316,0.177163931,0.138073412,0,0.692307692,3.331665472,5.6697E-05,0.874969321,5.354E-06,0.000594333,2.902680765,0.643261014,0.000128814,0.776423791,2.1417E-05,0.00115654,2.74,-1,0,-1,0,-512,-1,0,-1,0,0,20.02
Industrial/11/SAT_RACE08/cnf/ibm-2004-01-k90.cnf.gz,64699,276210,34963,212546,0.850499099,0.299530455,1.19,0.164496156,0.363796728,1.064695729,0,1,1.74111825,9.0866E-05,0.609183865,5.7203E-05,0.00051483,1.435329309,0,0.547622632,0.712551636,0.04,9.0866E-05,1.004593368,3.2934E-05,0.001355001,3.140082591,0.171659333,0.144484814,0,0.833333333,3.044159665,4.6375E-05,0.878029135,4.705E-06,0.000625747,2.809821285,0.618449653,9.1398E-05,0.781717806,1.8819E-05,0.001072709,3.92,-1,0,-1,0,-512,-1,0,-1,0,0,20.02
Industrial/12/SC2012_Application_Debugged/satrace-unselected/softveri/cbmc/aes_equiv_encry_2_rounds.debugged.cnf.gz,268424,1575975,4366,253406,60.480531379,5.219170028,31.71,0.017229268,0.307723503,0.72761966,0,1,1.949358184,0.00163093,0.152035173,0.000458085,0.007787448,1.046121109,0,0.008665935,0.031617247,0.05,0.00163093,1.963203281,3.157E-05,0.017166129,3.898459873,0.062725152,0.083853596,0,0.8,2.466224078,7.3944E-05,1.539343101,3.946E-06,0.000674806,2.995948616,0.058952827,5.0638E-05,0.643731707,1.5785E-05,0.000169688,0.17,-1,0,-1,0,-512,-1,0,-1,0,0,20.04
Industrial/12/SATCompetition2011/application/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step16.cnf.gz,68952,1029036,61519,1017550,0.120824461,0.011287897,2.1,0.060457963,0.533562635,0.92183762,0,1,0.895965323,3.7046E-05,1.778521646,3.251E-05,0.008794031,0.230027801,0,0.963570341,0.9663476,0.16,3.7046E-05,1.258993341,4.914E-06,0.000735099,3.265360205,0.435961043,0.308964836,0,0.945945946,3.094155747,3.1327E-05,1.48950592,2.948E-06,0.00072822,3.086982265,0.963584099,0.000237854,0.98566098,3.931E-06,0.000734116,12.27,-1,0,-1,0,-512,-1,0,-1,0,0,20.08
Industrial/11/11/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.gz,95456,483561,30284,195720,2.152027473,1.470677498,1.39,0.154731249,0.378696526,1.270327143,0,1,0.841512042,8.4923E-05,1.920906923,6.6041E-05,0.002080306,0.214447304,0,0.970922747,0.979455344,0.03,8.4923E-05,1.251585038,1.0219E-05,0.001098508,2.51679438,0.189500521,0.165852199,0,1,2.522530471,6.3901E-05,1.586906534,1.0219E-05,0.001037196,2.371709837,0.967443286,0.000382096,0.736077937,1.0219E-05,0.001849581,2.94,-1,0,-1,0,-512,-1,0,-1,0,0,20.05
Industrial/11/11/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvrod6x8p1-tseitin.cnf.gz,160244,479591,23813,181115,5.729265527,1.647991608,3.54,0.131479999,0.549061872,0.612323995,0,1,1.808882996,0.000157643,0.453233982,8.3988E-05,0.002309663,1.555118147,0,0.148623803,0.540242387,0.03,0.000157643,2.134817674,3.8649E-05,0.003495017,2.832916285,0.127785791,0.100559095,0,0.857142857,2.76008375,5.48E-05,1.472910659,0,0.000927587,2.637183814,0.467161748,0.000127285,1.698458582,2.7607E-05,0.001871739,1.84,-1,0,-1,0,-512,-1,0,-1,0,0,20.03
Industrial/12/SATCompetition2007/industrial/babic/xinetd/itox_vc1130.cnf.gz,152428,441729,41484,197664,2.674380484,1.234746843,4.53,0.209871297,0.397924212,0.68246403,0,1,1.24141783,8.1844E-05,0.762084031,4.8211E-05,0.001711503,1.017896268,0,0.092798891,0.830818966,0.03,8.1844E-05,5.242446859,3.5414E-05,0.043002266,2.082672607,0.088371456,0.096443596,0,1,1.782978695,2.5134E-05,3.872079674,0,0.012146876,1.683326131,0.357966043,6.5775E-05,2.831603988,2.0236E-05,0.014883843,5.49,-1,0,-1,0,-512,-1,0,-1,0,0,20.5
Industrial/09/APPLICATION/SAT_RACE06/manol-pipe-g7nidw.cnf.gz,75496,222379,12806,95236,4.895361549,1.335030871,1.13,0.134465958,0.368353317,0.734001637,0,1,1.854043102,0.000308956,0.403741372,0.000156177,0.002108387,1.698974593,0,0.137941535,0.47499895,0.02,0.000308956,1.223854815,7.3502E-05,0.004284094,3.194593692,0.187939578,0.158298171,0,0.969924812,2.973597951,0.000112742,1.455294383,0,0.00179554,2.757368592,0.477140997,0.000248895,1.161099656,5.2501E-05,0.00319207,0.54,-1,0,-1,0,-512,-1,0,-1,0,0,20.01
Industrial/11/05/grieu05/vmpc/vmpc_25.renamed-as.sat05-1913.cnf.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial/12/satrace2010/software-verification/fuhs/AProVE07-08.cnf.gz,4614,16637,2513,12797,0.836052527,0.300070329,0.08,0.19637415,0.365161458,0.759471386,0,1,1.47663533,0.001258129,0.440558247,0.000795862,0.030242738,1.230409012,0,0.2267719,0.696491365,0,0.001258129,1.046880685,0.000625147,0.028131593,2.626155564,0.093247769,0.114552705,0,0.636363636,2.249218183,0.00065873,1.478411253,0.000156287,0.024380714,2.341088561,0.558021411,0.000874658,1.474800811,0.000390717,0.020004689,0.02,0.003755447,1.399501277,0.000312573,0.048526999,4.32314098,0.251916436,0.520525824,0.005873368,0.606060606,3.803542978,3.56
Industrial/09/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-33-s100.cnf.gz,32402,97556,14564,60515,1.224800879,0.612096175,0.93,0.240667603,0.194935664,1.525541769,0,1,1.14731089,0.00020504,1.075284412,0.000137325,0.002265861,0.992981456,0,0.653259522,0.939039907,0.01,0.00020504,0.791464326,0.000115674,0.001801206,2.461184755,0.182801449,0.152805013,0,0.777777778,2.359873282,0.000139131,0.922202494,4.9574E-05,0.00143766,1.877544873,0.88675535,0.00037691,0.758869672,8.2624E-05,0.002016029,0.68,0.000412431,0.911537182,8.2624E-05,0.003453689,3.76263586,0.173966335,0.46063766,0.019304639,0.527777778,3.234582891,3.63
Industrial/12/SC2012_Application_Debugged/satrace-unselected/ibm/2004/3_31_1/IBM_FV_2004_rule_batch_3_31_1_SAT_dat.k35.debugged.cnf.gz,45625,189169,13903,89123,2.281665828,1.122560955,0.71,0.155997891,0.325417289,1.115594971,0,1,1.820807365,0.000239754,0.59033748,0.000143854,0.000863123,1.518738446,0,0.548937985,0.696094162,0.01,0.000239754,0.956067738,7.8543E-05,0.002580703,3.470809067,0.179565536,0.137633392,0,0.739130435,3.362169917,0.000118173,0.87624034,1.122E-05,0.001279131,2.895840986,0.642078925,0.000270384,0.769753122,4.4882E-05,0.002412396,0.64,-1,0,-1,0,-512,-1,0,-1,0,0,20.01
Industrial/11/09/satComp09_BioInstances/rbcl_xits_18_SAT.cnf.gz,2888,218530,1927,217487,0.498702647,0.004795689,1.56,0.0088603,0.406386486,0.516632746,0,1,0.486404149,0.002191001,1.389987924,0.001037883,0.028022833,0.348219534,0,0.019421851,0.948212997,0.03,0.002191001,1.066241647,3.6784E-05,0.008074046,3.580427515,0.231532766,0.342983735,0,0.89977221,1.991475948,0.001466122,0.792387582,2.7588E-05,0.004092199,3.636381177,0.948212997,0.001338295,1.03107887,3.2186E-05,0.004358881,0.12,0,0,0,0,-512,0,0,0,0,0,32.33
Industrial/12/SATCompetition2009/application/SAT_RACE06/simon-s02b-k2f-gr-rcs-w8.cnf.gz,10056,271393,8694,269998,0.156659765,0.005166705,1.55,0.032200239,0.447103444,1.032637985,0,1,1.219803775,0.000402593,0.802277945,0.000230044,0.001610306,0.602179583,0,0.765739005,0.765739005,0.05,0.000402593,0.849155424,3.704E-06,0.002029645,4.855383534,0.002276176,0.035199986,0,1,0.089571762,0.00014135,0.95663018,0,0.001314825,4.593302695,0.594759961,0.000677364,0.825414328,2.5926E-05,0.003477804,0.44,-1,0,-1,0,-512,-1,0,-1,0,0,20.03
Industrial/12/satrace2008/goldb-heqc-alu4mul.cnf.gz,4736,30465,4709,30392,0.005733701,0.002401948,0.1,0.15494209,0.499228098,0.731163085,0,1,1.271503138,0.000719529,0.346266977,0.000424719,0.004034827,1.061687534,0,0.230323769,0.692682285,0,0.000719529,3.610172875,0.000329034,0.108120558,1.939248865,0.154574732,0.071176574,0,0.666666667,2.042886759,0.000179742,3.328557193,3.2903E-05,0.026717557,1.534598141,0.256580679,0.000394142,2.248252363,0.00019742,0.036621479,0.08,-1,0,-1,0,-512,-1,0,-1,0,0,20.05
Industrial/11/11/fuhs/slp-synthesis-AES/slp-synthesis-aes-top25.cnf.gz,71356,227126,26201,133536,1.723407504,0.700859693,1.23,0.196209262,0.387653709,0.664768683,0,1,1.252641684,0.000128935,0.553590726,7.6333E-05,0.001755658,1.135728835,0,0.148911155,0.835115624,0.02,0.000128935,2.01879381,4.4932E-05,0.00378924,2.112319403,0.159432312,0.181500854,0,0.924528302,2.072763457,4.9707E-05,1.895173897,7.489E-06,0.001325485,1.952351584,0.424170261,0.000141936,1.661139083,4.4932E-05,0.003309969,2.21,-1,0,-1,0,-512,-1,0,-1,0,0,20.02
Industrial/12/SATCompetition2011/application/SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq6.used-as.sat04-347.cnf.gz,209724,3634677,168000,3532144,0.248357143,0.029028545,33.92,0.04756318,0.769075908,0.522863013,0,1,1.002846222,1.8416E-05,2.153408183,1.1905E-05,0.000970238,0.58972643,0,0.908663973,0.936868089,0.55,1.8416E-05,6.453508086,1.416E-06,0.015006466,4.471646536,0.344313721,0.263382489,0,1,4.262914256,1.1204E-05,5.976577949,2.83E-07,0.007991464,4.164984364,0.930078728,3.4056E-05,4.347821111,1.416E-06,0.014898317,90.74,0,0,0,0,-512,0,0,0,0,0,121.45
Industrial/12/SATCompetition2009/application/SAT09/APPLICATIONS/diagnosis/UTI-20-5p0.cnf.gz,225296,1192799,121563,824850,0.853327081,0.446079893,6.18,0.147375887,0.401839534,0.915424831,0,1,1.413218964,2.3038E-05,0.441602169,1.6452E-05,8.2262E-05,1.090663842,0,0.525519791,0.866967327,0.14,2.3038E-05,0.734519015,8.486E-06,8.2439E-05,3.018453193,0.223717985,0.149021217,0,0.833333333,2.854488838,1.2905E-05,0.842139914,3.637E-06,5.5768E-05,2.732844219,0.697977814,2.5198E-05,0.647013979,6.062E-06,9.0926E-05,46.76,-1,0,-1,0,-512,-1,0,-1,0,0,20.06
Industrial/12/satrace2010/cryptography/mizh/sha0_35_1.cnf.gz,48689,204053,19865,115533,1.450994211,0.766188016,0.71,0.171942216,0.408586291,0.437168879,0,1,1.039432347,0.000170358,0.187282345,0.00010068,0.000251699,0.920842206,0,0.082547843,0.533302173,0.01,0.000170358,0.509730832,5.1933E-05,0.00048471,2.571014225,0.019384418,0.038560391,0,0.333333333,0.847129355,8.7746E-05,0.4981809,1.7311E-05,0.000242355,2.303698626,0.53026408,6.886E-05,0.51837031,3.4622E-05,0.000181766,1.27,0.000302402,0.427526346,5.1933E-05,0.000709754,3.743141463,0.256241551,0.28064857,0.088749126,0.571428571,3.289093732,7.12
Industrial/12/SATCompetition2009/application/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_07_UNSAT.cnf.gz,1128,57446,636,56659,0.773584906,0.013890115,0.37,0.011225048,0.467451087,0.568161395,0,1,0.709390224,0.006631946,0.858848972,0.003144654,0.033018868,0.617584566,0,0.029050989,0.878183519,0.01,0.006631946,1.054322856,0.000141196,0.021567624,4.173459586,0.306496773,0.278398003,0,0.93814433,2.658801638,0.004096697,0.834417342,0.000123546,0.010977956,3.992630884,0.878183519,0.002722122,0.842604525,0.000123546,0.007183325,0.02,-1,0,-1,0,-512,-1,0,-1,0,0,21.16
Industrial/12/SATCompetition2011/application/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step11.cnf.gz,29317,277090,26113,265530,0.122697507,0.04353557,1.24,0.098342937,0.478418008,1.013733388,0,1,1.057113706,9.414E-05,1.196222788,7.659E-05,0.006854823,0.402774938,0,0.92867096,0.950600685,0.05,9.414E-05,1.274899661,1.883E-05,0.001728618,3.123912422,0.384942678,0.320562799,0,1,3.261306093,7.1153E-05,1.567219768,7.532E-06,0.001566678,2.920394664,0.928893157,0.000281085,0.984518849,1.883E-05,0.001728618,2.21,-1,0,-1,0,-512,-1,0,-1,0,0,20.03
Industrial/12/SATCompetition2007/industrial/palacios/medium/blocks-4-ipc5-h22-unknown.cnf.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial/12/satrace2008/fuhs-aprove-16.cnf.gz,52382,182485,17506,98030,1.992231235,0.861521983,1.1,0.178577986,0.358665806,0.530468164,0,1,1.149422458,0.000187412,0.237555585,0.000114247,0.000913972,1.092854058,0,0.167387534,0.570284607,0.01,0.000187412,1.40204176,6.1206E-05,0.020514128,1.916379257,0.040013562,0.065047098,0,0.625,1.314113708,0.000107359,2.23237013,1.0201E-05,0.017749668,1.499284732,0.604437417,8.7119E-05,2.661707336,3.0603E-05,0.016178721,0.99,-1,0,-1,0,-512,-1,0,-1,0,0,20.05
